21:23:39: Edge Data
21:23:39: ---------
21:23:39: Triangle 0 = {indexSet=0, vertexSet=0, v0=18, v1=1, v2=17}
  tri1=189, 
  v0=119, 
  v1=103, 
  degenerate=false 
}
21:23:39: Edge 292 = {
  tri0=189, 
  tri1=190, 
  v0=120, 
  v1=103, 
  degenerate=false 
}
21:23:39: Edge 293 = {
  tri0=189, 
  tri1=222, 
  v0=119, 
  v1=120, 
  degenerate=false 
}
21:23:39: Edge 294 = {
  tri0=190, 
  tri1=191, 
  v0=120, 
  v1=104, 
  degenerate=false 
}
21:23:39: Edge 295 = {
  tri0=191, 
  tri1=192, 
  v0=121, 
  v1=104, 
  degenerate=false 
}
21:23:39: Edge 296 = {
  tri0=191, 
  tri1=224, 
  v0=120, 
  v1=121, 
  degenerate=false 
}
21:23:39: Edge 297 = {
  tri0=192, 
  tri1=193, 
  v0=121, 
  v1=105, 
  degenerate=false 
}
21:23:39: Edge 298 = {
  tri0=193, 
  tri1=194, 
  v0=122, 
  v1=105, 
  degenerate=false 
}
21:23:39: Edge 299 = {
  tri0=193, 
  tri1=226, 
  v0=121, 
  v1=122, 
  degenerate=false 
}
21:23:39: Edge 300 = {
  tri0=194, 
  tri1=195, 
  v0=122, 
  v1=106, 
  degenerate=false 
}
21:23:39: Edge 301 = {
  tri0=195, 
  tri1=196, 
  v0=123, 
  v1=106, 
  degenerate=false 
}
21:23:39: Edge 302 = {
  tri0=195, 
  tri1=228, 
  v0=122, 
  v1=123, 
  degenerate=false 
}
21:23:39: Edge 303 = {
  tri0=196, 
  tri1=197, 
  v0=123, 
  v1=107, 
  degenerate=false 
}
21:23:39: Edge 304 = {
  tri0=197, 
  tri1=198, 
  v0=124, 
  v1=107, 
  degenerate=false 
}
21:23:39: Edge 305 = {
  tri0=197, 
  tri1=230, 
  v0=123, 
  v1=124, 
  degenerate=false 
}
21:23:39: Edge 306 = {
  tri0=198, 
  tri1=199, 
  v0=124, 
  v1=108, 
  degenerate=false 
}
21:23:39: Edge 307 = {
  tri0=199, 
  tri1=200, 
  v0=125, 
  v1=108, 
  degenerate=false 
}
21:23:39: Edge 308 = {
  tri0=199, 
  tri1=232, 
  v0=124, 
  v1=125, 
  degenerate=false 
}
21:23:39: Edge 309 = {
  tri0=200, 
  tri1=201, 
  v0=125, 
  v1=109, 
  degenerate=false 
}
21:23:39: Edge 310 = {
  tri0=201, 
  tri1=202, 
  v0=126, 
  v1=109, 
  degenerate=false 
}
21:23:39: Edge 311 = {
  tri0=201, 
  tri1=234, 
  v0=125, 
  v1=126, 
  degenerate=false 
}
21:23:39: Edge 312 = {
  tri0=202, 
  tri1=203, 
  v0=126, 
  v1=110, 
  degenerate=false 
}
21:23:39: Edge 313 = {
  tri0=203, 
  tri1=204, 
  v0=127, 
  v1=110, 
  degenerate=false 
}
21:23:39: Edge 314 = {
  tri0=203, 
  tri1=236, 
  v0=126, 
  v1=127, 
  degenerate=false 
}
21:23:39: Edge 315 = {
  tri0=204, 
  tri1=205, 
  v0=127, 
  v1=111, 
  degenerate=false 
}
21:23:39: Edge 316 = {
  tri0=205, 
  tri1=206, 
  v0=128, 
  v1=111, 
  degenerate=false 
}
21:23:39: Edge 317 = {
  tri0=205, 
  tri1=238, 
  v0=127, 
  v1=128, 
  degenerate=false 
}
21:23:39: Edge 318 = {
  tri0=206, 
  tri1=207, 
  v0=128, 
  v1=112, 
  degenerate=false 
}
21:23:39: Edge 319 = {
  tri0=207, 
  tri1=208, 
  v0=129, 
  v1=112, 
  degenerate=false 
}
21:23:39: Edge 320 = {
  tri0=207, 
  tri1=240, 
  v0=128, 
  v1=129, 
  degenerate=false 
}
21:23:39: Edge 321 = {
  tri0=208, 
  tri1=209, 
  v0=129, 
  v1=113, 
  degenerate=false 
}
21:23:39: Edge 322 = {
  tri0=209, 
  tri1=210, 
  v0=130, 
  v1=113, 
  degenerate=false 
}
21:23:39: Edge 323 = {
  tri0=209, 
  tri1=242, 
  v0=129, 
  v1=130, 
  degenerate=false 
}
21:23:39: Edge 324 = {
  tri0=210, 
  tri1=211, 
  v0=130, 
  v1=114, 
  degenerate=false 
}
21:23:39: Edge 325 = {
  tri0=211, 
  tri1=212, 
  v0=131, 
  v1=114, 
  degenerate=false 
}
21:23:39: Edge 326 = {
  tri0=211, 
  tri1=244, 
  v0=130, 
  v1=131, 
  degenerate=false 
}
21:23:39: Edge 327 = {
  tri0=212, 
  tri1=213, 
  v0=131, 
  v1=115, 
  degenerate=false 
}
21:23:39: Edge 328 = {
  tri0=213, 
  tri1=214, 
  v0=132, 
  v1=115, 
  degenerate=false 
}
21:23:39: Edge 329 = {
  tri0=213, 
  tri1=246, 
  v0=131, 
  v1=132, 
  degenerate=false 
}
21:23:39: Edge 330 = {
  tri0=214, 
  tri1=215, 
  v0=132, 
  v1=116, 
  degenerate=false 
}
21:23:39: Edge 331 = {
  tri0=215, 
  tri1=216, 
  v0=133, 
  v1=116, 
  degenerate=false 
}
21:23:39: Edge 332 = {
  tri0=215, 
  tri1=248, 
  v0=132, 
  v1=133, 
  degenerate=false 
}
21:23:39: Edge 333 = {
  tri0=216, 
  tri1=217, 
  v0=133, 
  v1=117, 
  degenerate=false 
}
21:23:39: Edge 334 = {
  tri0=217, 
  tri1=218, 
  v0=134, 
  v1=117, 
  degenerate=false 
}
21:23:39: Edge 335 = {
  tri0=217, 
  tri1=250, 
  v0=133, 
  v1=134, 
  degenerate=false 
}
21:23:39: Edge 336 = {
  tri0=218, 
  tri1=219, 
  v0=134, 
  v1=118, 
  degenerate=false 
}
21:23:39: Edge 337 = {
  tri0=219, 
  tri1=220, 
  v0=135, 
  v1=118, 
  degenerate=false 
}
21:23:39: Edge 338 = {
  tri0=219, 
  tri1=252, 
  v0=134, 
  v1=135, 
  degenerate=false 
}
21:23:39: Edge 339 = {
  tri0=220, 
  tri1=221, 
  v0=135, 
  v1=119, 
  degenerate=false 
}
21:23:39: Edge 340 = {
  tri0=221, 
  tri1=222, 
  v0=136, 
  v1=119, 
  degenerate=false 
}
21:23:39: Edge 341 = {
  tri0=221, 
  tri1=254, 
  v0=135, 
  v1=136, 
  degenerate=false 
}
21:23:39: Edge 342 = {
  tri0=222, 
  tri1=223, 
  v0=136, 
  v1=120, 
  degenerate=false 
}
21:23:39: Edge 343 = {
  tri0=223, 
  tri1=224, 
  v0=137, 
  v1=120, 
  degenerate=false 
}
21:23:39: Edge 344 = {
  tri0=223, 
  tri1=256, 
  v0=136, 
  v1=137, 
  degenerate=false 
}
21:23:39: Edge 345 = {
  tri0=224, 
  tri1=225, 
  v0=137, 
  v1=121, 
  degenerate=false 
}
21:23:39: Edge 346 = {
  tri0=225, 
  tri1=226, 
  v0=138, 
  v1=121, 
  degenerate=false 
}
21:23:39: Edge 347 = {
  tri0=225, 
  tri1=258, 
  v0=137, 
  v1=138, 
  degenerate=false 
}
21:23:39: Edge 348 = {
  tri0=226, 
  tri1=227, 
  v0=138, 
  v1=122, 
  degenerate=false 
}
21:23:39: Edge 349 = {
  tri0=227, 
  tri1=228, 
  v0=139, 
  v1=122, 
  degenerate=false 
}
21:23:39: Edge 350 = {
  tri0=227, 
  tri1=260, 
  v0=138, 
  v1=139, 
  degenerate=false 
}
21:23:39: Edge 351 = {
  tri0=228, 
  tri1=229, 
  v0=139, 
  v1=123, 
  degenerate=false 
}
21:23:39: Edge 352 = {
  tri0=229, 
  tri1=230, 
  v0=140, 
  v1=123, 
  degenerate=false 
}
21:23:39: Edge 353 = {
  tri0=229, 
  tri1=262, 
  v0=139, 
  v1=140, 
  degenerate=false 
}
21:23:39: Edge 354 = {
  tri0=230, 
  tri1=231, 
  v0=140, 
  v1=124, 
  degenerate=false 
}
21:23:39: Edge 355 = {
  tri0=231, 
  tri1=232, 
  v0=141, 
  v1=124, 
  degenerate=false 
}
21:23:39: Edge 356 = {
  tri0=231, 
  tri1=264, 
  v0=140, 
  v1=141, 
  degenerate=false 
}
21:23:39: Edge 357 = {
  tri0=232, 
  tri1=233, 
  v0=141, 
  v1=125, 
  degenerate=false 
}
21:23:39: Edge 358 = {
  tri0=233, 
  tri1=234, 
  v0=142, 
  v1=125, 
  degenerate=false 
}
21:23:39: Edge 359 = {
  tri0=233, 
  tri1=266, 
  v0=141, 
  v1=142, 
  degenerate=false 
}
21:23:39: Edge 360 = {
  tri0=234, 
  tri1=235, 
  v0=142, 
  v1=126, 
  degenerate=false 
}
21:23:39: Edge 361 = {
  tri0=235, 
  tri1=236, 
  v0=143, 
  v1=126, 
  degenerate=false 
}
21:23:39: Edge 362 = {
  tri0=235, 
  tri1=268, 
  v0=142, 
  v1=143, 
  degenerate=false 
}
21:23:39: Edge 363 = {
  tri0=236, 
  tri1=237, 
  v0=143, 
  v1=127, 
  degenerate=false 
}
21:23:39: Edge 364 = {
  tri0=237, 
  tri1=238, 
  v0=144, 
  v1=127, 
  degenerate=false 
}
21:23:39: Edge 365 = {
  tri0=237, 
  tri1=270, 
  v0=143, 
  v1=144, 
  degenerate=false 
}
21:23:39: Edge 366 = {
  tri0=238, 
  tri1=239, 
  v0=144, 
  v1=128, 
  degenerate=false 
}
21:23:39: Edge 367 = {
  tri0=239, 
  tri1=240, 
  v0=145, 
  v1=128, 
  degenerate=false 
}
21:23:39: Edge 368 = {
  tri0=239, 
  tri1=272, 
  v0=144, 
  v1=145, 
  degenerate=false 
}
21:23:39: Edge 369 = {
  tri0=240, 
  tri1=241, 
  v0=145, 
  v1=129, 
  degenerate=false 
}
21:23:39: Edge 370 = {
  tri0=241, 
  tri1=242, 
  v0=146, 
  v1=129, 
  degenerate=false 
}
21:23:39: Edge 371 = {
  tri0=241, 
  tri1=274, 
  v0=145, 
  v1=146, 
  degenerate=false 
}
21:23:39: Edge 372 = {
  tri0=242, 
  tri1=243, 
  v0=146, 
  v1=130, 
  degenerate=false 
}
21:23:39: Edge 373 = {
  tri0=243, 
  tri1=244, 
  v0=147, 
  v1=130, 
  degenerate=false 
}
21:23:39: Edge 374 = {
  tri0=243, 
  tri1=276, 
  v0=146, 
  v1=147, 
  degenerate=false 
}
21:23:39: Edge 375 = {
  tri0=244, 
  tri1=245, 
  v0=147, 
  v1=131, 
  degenerate=false 
}
21:23:39: Edge 376 = {
  tri0=245, 
  tri1=246, 
  v0=148, 
  v1=131, 
  degenerate=false 
}
21:23:39: Edge 377 = {
  tri0=245, 
  tri1=278, 
  v0=147, 
  v1=148, 
  degenerate=false 
}
21:23:39: Edge 378 = {
  tri0=246, 
  tri1=247, 
  v0=148, 
  v1=132, 
  degenerate=false 
}
21:23:39: Edge 379 = {
  tri0=247, 
  tri1=248, 
  v0=149, 
  v1=132, 
  degenerate=false 
}
21:23:39: Edge 380 = {
  tri0=247, 
  tri1=280, 
  v0=148, 
  v1=149, 
  degenerate=false 
}
21:23:39: Edge 381 = {
  tri0=248, 
  tri1=249, 
  v0=149, 
  v1=133, 
  degenerate=false 
}
21:23:39: Edge 382 = {
  tri0=249, 
  tri1=250, 
  v0=150, 
  v1=133, 
  degenerate=false 
}
21:23:39: Edge 383 = {
  tri0=249, 
  tri1=282, 
  v0=149, 
  v1=150, 
  degenerate=false 
}
21:23:39: Edge 384 = {
  tri0=250, 
  tri1=251, 
  v0=150, 
  v1=134, 
  degenerate=false 
}
21:23:39: Edge 385 = {
  tri0=251, 
  tri1=252, 
  v0=151, 
  v1=134, 
  degenerate=false 
}
21:23:39: Edge 386 = {
  tri0=251, 
  tri1=284, 
  v0=150, 
  v1=151, 
  degenerate=false 
}
21:23:39: Edge 387 = {
  tri0=252, 
  tri1=253, 
  v0=151, 
  v1=135, 
  degenerate=false 
}
21:23:39: Edge 388 = {
  tri0=253, 
  tri1=254, 
  v0=152, 
  v1=135, 
  degenerate=false 
}
21:23:39: Edge 389 = {
  tri0=253, 
  tri1=286, 
  v0=151, 
  v1=152, 
  degenerate=false 
}
21:23:39: Edge 390 = {
  tri0=254, 
  tri1=255, 
  v0=152, 
  v1=136, 
  degenerate=false 
}
21:23:39: Edge 391 = {
  tri0=255, 
  tri1=256, 
  v0=153, 
  v1=136, 
  degenerate=false 
}
21:23:39: Edge 392 = {
  tri0=255, 
  tri1=288, 
  v0=152, 
  v1=153, 
  degenerate=false 
}
21:23:39: Edge 393 = {
  tri0=256, 
  tri1=257, 
  v0=153, 
  v1=137, 
  degenerate=false 
}
21:23:39: Edge 394 = {
  tri0=257, 
  tri1=258, 
  v0=154, 
  v1=137, 
  degenerate=false 
}
21:23:39: Edge 395 = {
  tri0=257, 
  tri1=290, 
  v0=153, 
  v1=154, 
  degenerate=false 
}
21:23:39: Edge 396 = {
  tri0=258, 
  tri1=259, 
  v0=154, 
  v1=138, 
  degenerate=false 
}
21:23:39: Edge 397 = {
  tri0=259, 
  tri1=260, 
  v0=155, 
  v1=138, 
  degenerate=false 
}
21:23:39: Edge 398 = {
  tri0=259, 
  tri1=292, 
  v0=154, 
  v1=155, 
  degenerate=false 
}
21:23:39: Edge 399 = {
  tri0=260, 
  tri1=261, 
  v0=155, 
  v1=139, 
  degenerate=false 
}
21:23:39: Edge 400 = {
  tri0=261, 
  tri1=262, 
  v0=156, 
  v1=139, 
  degenerate=false 
}
21:23:39: Edge 401 = {
  tri0=261, 
  tri1=294, 
  v0=155, 
  v1=156, 
  degenerate=false 
}
21:23:39: Edge 402 = {
  tri0=262, 
  tri1=263, 
  v0=156, 
  v1=140, 
  degenerate=false 
}
21:23:39: Edge 403 = {
  tri0=263, 
  tri1=264, 
  v0=157, 
  v1=140, 
  degenerate=false 
}
21:23:39: Edge 404 = {
  tri0=263, 
  tri1=296, 
  v0=156, 
  v1=157, 
  degenerate=false 
}
21:23:39: Edge 405 = {
  tri0=264, 
  tri1=265, 
  v0=157, 
  v1=141, 
  degenerate=false 
}
21:23:39: Edge 406 = {
  tri0=265, 
  tri1=266, 
  v0=158, 
  v1=141, 
  degenerate=false 
}
21:23:39: Edge 407 = {
  tri0=265, 
  tri1=298, 
  v0=157, 
  v1=158, 
  degenerate=false 
}
21:23:39: Edge 408 = {
  tri0=266, 
  tri1=267, 
  v0=158, 
  v1=142, 
  degenerate=false 
}
21:23:39: Edge 409 = {
  tri0=267, 
  tri1=268, 
  v0=159, 
  v1=142, 
  degenerate=false 
}
21:23:39: Edge 410 = {
  tri0=267, 
  tri1=300, 
  v0=158, 
  v1=159, 
  degenerate=false 
}
21:23:39: Edge 411 = {
  tri0=268, 
  tri1=269, 
  v0=159, 
  v1=143, 
  degenerate=false 
}
21:23:39: Edge 412 = {
  tri0=269, 
  tri1=270, 
  v0=160, 
  v1=143, 
  degenerate=false 
}
21:23:39: Edge 413 = {
  tri0=269, 
  tri1=302, 
  v0=159, 
  v1=160, 
  degenerate=false 
}
21:23:39: Edge 414 = {
  tri0=270, 
  tri1=271, 
  v0=160, 
  v1=144, 
  degenerate=false 
}
21:23:39: Edge 415 = {
  tri0=271, 
  tri1=272, 
  v0=161, 
  v1=144, 
  degenerate=false 
}
21:23:39: Edge 416 = {
  tri0=271, 
  tri1=304, 
  v0=160, 
  v1=161, 
  degenerate=false 
}
21:23:39: Edge 417 = {
  tri0=272, 
  tri1=273, 
  v0=161, 
  v1=145, 
  degenerate=false 
}
21:23:39: Edge 418 = {
  tri0=273, 
  tri1=274, 
  v0=162, 
  v1=145, 
  degenerate=false 
}
21:23:39: Edge 419 = {
  tri0=273, 
  tri1=306, 
  v0=161, 
  v1=162, 
  degenerate=false 
}
21:23:39: Edge 420 = {
  tri0=274, 
  tri1=275, 
  v0=162, 
  v1=146, 
  degenerate=false 
}
21:23:39: Edge 421 = {
  tri0=275, 
  tri1=276, 
  v0=163, 
  v1=146, 
  degenerate=false 
}
21:23:39: Edge 422 = {
  tri0=275, 
  tri1=308, 
  v0=162, 
  v1=163, 
  degenerate=false 
}
21:23:39: Edge 423 = {
  tri0=276, 
  tri1=277, 
  v0=163, 
  v1=147, 
  degenerate=false 
}
21:23:39: Edge 424 = {
  tri0=277, 
  tri1=278, 
  v0=164, 
  v1=147, 
  degenerate=false 
}
21:23:39: Edge 425 = {
  tri0=277, 
  tri1=310, 
  v0=163, 
  v1=164, 
  degenerate=false 
}
21:23:39: Edge 426 = {
  tri0=278, 
  tri1=279, 
  v0=164, 
  v1=148, 
  degenerate=false 
}
21:23:39: Edge 427 = {
  tri0=279, 
  tri1=280, 
  v0=165, 
  v1=148, 
  degenerate=false 
}
21:23:39: Edge 428 = {
  tri0=279, 
  tri1=312, 
  v0=164, 
  v1=165, 
  degenerate=false 
}
21:23:39: Edge 429 = {
  tri0=280, 
  tri1=281, 
  v0=165, 
  v1=149, 
  degenerate=false 
}
21:23:39: Edge 430 = {
  tri0=281, 
  tri1=282, 
  v0=166, 
  v1=149, 
  degenerate=false 
}
21:23:39: Edge 431 = {
  tri0=281, 
  tri1=314, 
  v0=165, 
  v1=166, 
  degenerate=false 
}
21:23:39: Edge 432 = {
  tri0=282, 
  tri1=283, 
  v0=166, 
  v1=150, 
  degenerate=false 
}
21:23:39: Edge 433 = {
  tri0=283, 
  tri1=284, 
  v0=167, 
  v1=150, 
  degenerate=false 
}
21:23:39: Edge 434 = {
  tri0=283, 
  tri1=316, 
  v0=166, 
  v1=167, 
  degenerate=false 
}
21:23:39: Edge 435 = {
  tri0=284, 
  tri1=285, 
  v0=167, 
  v1=151, 
  degenerate=false 
}
21:23:39: Edge 436 = {
  tri0=285, 
  tri1=286, 
  v0=168, 
  v1=151, 
  degenerate=false 
}
21:23:39: Edge 437 = {
  tri0=285, 
  tri1=318, 
  v0=167, 
  v1=168, 
  degenerate=false 
}
21:23:39: Edge 438 = {
  tri0=286, 
  tri1=287, 
  v0=168, 
  v1=152, 
  degenerate=false 
}
21:23:39: Edge 439 = {
  tri0=287, 
  tri1=288, 
  v0=169, 
  v1=152, 
  degenerate=false 
}
21:23:39: Edge 440 = {
  tri0=287, 
  tri1=320, 
  v0=168, 
  v1=169, 
  degenerate=false 
}
21:23:39: Edge 441 = {
  tri0=288, 
  tri1=289, 
  v0=169, 
  v1=153, 
  degenerate=false 
}
21:23:39: Edge 442 = {
  tri0=289, 
  tri1=290, 
  v0=170, 
  v1=153, 
  degenerate=false 
}
21:23:39: Edge 443 = {
  tri0=289, 
  tri1=322, 
  v0=169, 
  v1=170, 
  degenerate=false 
}
21:23:39: Edge 444 = {
  tri0=290, 
  tri1=291, 
  v0=170, 
  v1=154, 
  degenerate=false 
}
21:23:39: Edge 445 = {
  tri0=291, 
  tri1=292, 
  v0=171, 
  v1=154, 
  degenerate=false 
}
21:23:39: Edge 446 = {
  tri0=291, 
  tri1=324, 
  v0=170, 
  v1=171, 
  degenerate=false 
}
21:23:39: Edge 447 = {
  tri0=292, 
  tri1=293, 
  v0=171, 
  v1=155, 
  degenerate=false 
}
21:23:39: Edge 448 = {
  tri0=293, 
  tri1=294, 
  v0=172, 
  v1=155, 
  degenerate=false 
}
21:23:39: Edge 449 = {
  tri0=293, 
  tri1=326, 
  v0=171, 
  v1=172, 
  degenerate=false 
}
21:23:39: Edge 450 = {
  tri0=294, 
  tri1=295, 
  v0=172, 
  v1=156, 
  degenerate=false 
}
21:23:39: Edge 451 = {
  tri0=295, 
  tri1=296, 
  v0=173, 
  v1=156, 
  degenerate=false 
}
21:23:39: Edge 452 = {
  tri0=295, 
  tri1=328, 
  v0=172, 
  v1=173, 
  degenerate=false 
}
21:23:39: Edge 453 = {
  tri0=296, 
  tri1=297, 
  v0=173, 
  v1=157, 
  degenerate=false 
}
21:23:39: Edge 454 = {
  tri0=297, 
  tri1=298, 
  v0=174, 
  v1=157, 
  degenerate=false 
}
21:23:39: Edge 455 = {
  tri0=297, 
  tri1=330, 
  v0=173, 
  v1=174, 
  degenerate=false 
}
21:23:39: Edge 456 = {
  tri0=298, 
  tri1=299, 
  v0=174, 
  v1=158, 
  degenerate=false 
}
21:23:39: Edge 457 = {
  tri0=299, 
  tri1=300, 
  v0=175, 
  v1=158, 
  degenerate=false 
}
21:23:39: Edge 458 = {
  tri0=299, 
  tri1=332, 
  v0=174, 
  v1=175, 
  degenerate=false 
}
21:23:39: Edge 459 = {
  tri0=300, 
  tri1=301, 
  v0=175, 
  v1=159, 
  degenerate=false 
}
21:23:39: Edge 460 = {
  tri0=301, 
  tri1=302, 
  v0=176, 
  v1=159, 
  degenerate=false 
}
21:23:39: Edge 461 = {
  tri0=301, 
  tri1=334, 
  v0=175, 
  v1=176, 
  degenerate=false 
}
21:23:39: Edge 462 = {
  tri0=302, 
  tri1=303, 
  v0=176, 
  v1=160, 
  degenerate=false 
}
21:23:39: Edge 463 = {
  tri0=303, 
  tri1=304, 
  v0=177, 
  v1=160, 
  degenerate=false 
}
21:23:39: Edge 464 = {
  tri0=303, 
  tri1=336, 
  v0=176, 
  v1=177, 
  degenerate=false 
}
21:23:39: Edge 465 = {
  tri0=304, 
  tri1=305, 
  v0=177, 
  v1=161, 
  degenerate=false 
}
21:23:39: Edge 466 = {
  tri0=305, 
  tri1=306, 
  v0=178, 
  v1=161, 
  degenerate=false 
}
21:23:39: Edge 467 = {
  tri0=305, 
  tri1=338, 
  v0=177, 
  v1=178, 
  degenerate=false 
}
21:23:39: Edge 468 = {
  tri0=306, 
  tri1=307, 
  v0=178, 
  v1=162, 
  degenerate=false 
}
21:23:39: Edge 469 = {
  tri0=307, 
  tri1=308, 
  v0=179, 
  v1=162, 
  degenerate=false 
}
21:23:39: Edge 470 = {
  tri0=307, 
  tri1=340, 
  v0=178, 
  v1=179, 
  degenerate=false 
}
21:23:39: Edge 471 = {
  tri0=308, 
  tri1=309, 
  v0=179, 
  v1=163, 
  degenerate=false 
}
21:23:39: Edge 472 = {
  tri0=309, 
  tri1=310, 
  v0=180, 
  v1=163, 
  degenerate=false 
}
21:23:39: Edge 473 = {
  tri0=309, 
  tri1=342, 
  v0=179, 
  v1=180, 
  degenerate=false 
}
21:23:39: Edge 474 = {
  tri0=310, 
  tri1=311, 
  v0=180, 
  v1=164, 
  degenerate=false 
}
21:23:39: Edge 475 = {
  tri0=311, 
  tri1=312, 
  v0=181, 
  v1=164, 
  degenerate=false 
}
21:23:39: Edge 476 = {
  tri0=311, 
  tri1=344, 
  v0=180, 
  v1=181, 
  degenerate=false 
}
21:23:39: Edge 477 = {
  tri0=312, 
  tri1=313, 
  v0=181, 
  v1=165, 
  degenerate=false 
}
21:23:39: Edge 478 = {
  tri0=313, 
  tri1=314, 
  v0=182, 
  v1=165, 
  degenerate=false 
}
21:23:39: Edge 479 = {
  tri0=313, 
  tri1=346, 
  v0=181, 
  v1=182, 
  degenerate=false 
}
21:23:39: Edge 480 = {
  tri0=314, 
  tri1=315, 
  v0=182, 
  v1=166, 
  degenerate=false 
}
21:23:39: Edge 481 = {
  tri0=315, 
  tri1=316, 
  v0=183, 
  v1=166, 
  degenerate=false 
}
21:23:39: Edge 482 = {
  tri0=315, 
  tri1=348, 
  v0=182, 
  v1=183, 
  degenerate=false 
}
21:23:39: Edge 483 = {
  tri0=316, 
  tri1=317, 
  v0=183, 
  v1=167, 
  degenerate=false 
}
21:23:39: Edge 484 = {
  tri0=317, 
  tri1=318, 
  v0=184, 
  v1=167, 
  degenerate=false 
}
21:23:39: Edge 485 = {
  tri0=317, 
  tri1=350, 
  v0=183, 
  v1=184, 
  degenerate=false 
}
21:23:39: Edge 486 = {
  tri0=318, 
  tri1=319, 
  v0=184, 
  v1=168, 
  degenerate=false 
}
21:23:39: Edge 487 = {
  tri0=319, 
  tri1=320, 
  v0=185, 
  v1=168, 
  degenerate=false 
}
21:23:39: Edge 488 = {
  tri0=319, 
  tri1=352, 
  v0=184, 
  v1=185, 
  degenerate=false 
}
21:23:39: Edge 489 = {
  tri0=320, 
  tri1=321, 
  v0=185, 
  v1=169, 
  degenerate=false 
}
21:23:39: Edge 490 = {
  tri0=321, 
  tri1=322, 
  v0=186, 
  v1=169, 
  degenerate=false 
}
21:23:39: Edge 491 = {
  tri0=321, 
  tri1=354, 
  v0=185, 
  v1=186, 
  degenerate=false 
}
21:23:39: Edge 492 = {
  tri0=322, 
  tri1=323, 
  v0=186, 
  v1=170, 
  degenerate=false 
}
21:23:39: Edge 493 = {
  tri0=323, 
  tri1=324, 
  v0=187, 
  v1=170, 
  degenerate=false 
}
21:23:39: Edge 494 = {
  tri0=323, 
  tri1=356, 
  v0=186, 
  v1=187, 
  degenerate=false 
}
21:23:39: Edge 495 = {
  tri0=324, 
  tri1=325, 
  v0=187, 
  v1=171, 
  degenerate=false 
}
21:23:39: Edge 496 = {
  tri0=325, 
  tri1=326, 
  v0=188, 
  v1=171, 
  degenerate=false 
}
21:23:39: Edge 497 = {
  tri0=325, 
  tri1=358, 
  v0=187, 
  v1=188, 
  degenerate=false 
}
21:23:39: Edge 498 = {
  tri0=326, 
  tri1=327, 
  v0=188, 
  v1=172, 
  degenerate=false 
}
21:23:39: Edge 499 = {
  tri0=327, 
  tri1=328, 
  v0=189, 
  v1=172, 
  degenerate=false 
}
21:23:39: Edge 500 = {
  tri0=327, 
  tri1=360, 
  v0=188, 
  v1=189, 
  degenerate=false 
}
21:23:39: Edge 501 = {
  tri0=328, 
  tri1=329, 
  v0=189, 
  v1=173, 
  degenerate=false 
}
21:23:39: Edge 502 = {
  tri0=329, 
  tri1=330, 
  v0=190, 
  v1=173, 
  degenerate=false 
}
21:23:39: Edge 503 = {
  tri0=329, 
  tri1=362, 
  v0=189, 
  v1=190, 
  degenerate=false 
}
21:23:39: Edge 504 = {
  tri0=330, 
  tri1=331, 
  v0=190, 
  v1=174, 
  degenerate=false 
}
21:23:39: Edge 505 = {
  tri0=331, 
  tri1=332, 
  v0=191, 
  v1=174, 
  degenerate=false 
}
21:23:39: Edge 506 = {
  tri0=331, 
  tri1=364, 
  v0=190, 
  v1=191, 
  degenerate=false 
}
21:23:39: Edge 507 = {
  tri0=332, 
  tri1=333, 
  v0=191, 
  v1=175, 
  degenerate=false 
}
21:23:39: Edge 508 = {
  tri0=333, 
  tri1=334, 
  v0=192, 
  v1=175, 
  degenerate=false 
}
21:23:39: Edge 509 = {
  tri0=333, 
  tri1=366, 
  v0=191, 
  v1=192, 
  degenerate=false 
}
21:23:39: Edge 510 = {
  tri0=334, 
  tri1=335, 
  v0=192, 
  v1=176, 
  degenerate=false 
}
21:23:39: Edge 511 = {
  tri0=335, 
  tri1=336, 
  v0=193, 
  v1=176, 
  degenerate=false 
}
21:23:39: Edge 512 = {
  tri0=335, 
  tri1=368, 
  v0=192, 
  v1=193, 
  degenerate=false 
}
21:23:39: Edge 513 = {
  tri0=336, 
  tri1=337, 
  v0=193, 
  v1=177, 
  degenerate=false 
}
21:23:39: Edge 514 = {
  tri0=337, 
  tri1=338, 
  v0=194, 
  v1=177, 
  degenerate=false 
}
21:23:39: Edge 515 = {
  tri0=337, 
  tri1=370, 
  v0=193, 
  v1=194, 
  degenerate=false 
}
21:23:39: Edge 516 = {
  tri0=338, 
  tri1=339, 
  v0=194, 
  v1=178, 
  degenerate=false 
}
21:23:39: Edge 517 = {
  tri0=339, 
  tri1=340, 
  v0=195, 
  v1=178, 
  degenerate=false 
}
21:23:39: Edge 518 = {
  tri0=339, 
  tri1=372, 
  v0=194, 
  v1=195, 
  degenerate=false 
}
21:23:39: Edge 519 = {
  tri0=340, 
  tri1=341, 
  v0=195, 
  v1=179, 
  degenerate=false 
}
21:23:39: Edge 520 = {
  tri0=341, 
  tri1=342, 
  v0=196, 
  v1=179, 
  degenerate=false 
}
21:23:39: Edge 521 = {
  tri0=341, 
  tri1=374, 
  v0=195, 
  v1=196, 
  degenerate=false 
}
21:23:39: Edge 522 = {
  tri0=342, 
  tri1=343, 
  v0=196, 
  v1=180, 
  degenerate=false 
}
21:23:39: Edge 523 = {
  tri0=343, 
  tri1=344, 
